kepid,ra,dec,teff,teff_err_high,teff_err_low,logg,logg_err_high,logg_err_low,kepmag,Q4,Q8,Q11,Q16
2714635,19 27 08.849,+37 55 18.05,4096,170,-97,2.073,0.255,-0.28,10.285,1,-1,-1,-1
2715007,19 27 30.557,+37 57 02.84,5851,140,-192,4.515,0.05,-0.213,14.73,-1,-1,-1,-1
2715018,19 27 30.967,+37 56 56.54,5933,182,-223,4.475,0.054,-0.216,15.428,0,0,-1,1
2715164,19 27 39.110,+37 56 12.05,5780,,,4.438,,,13.17,0,0,-1,1
2715417,19 27 52.565,+37 55 39.97,5327,160,-144,4.646,0.026,-0.097,14.07,-1,-1,-1,-1
2716289,19 28 36.269,+37 54 00.58,6171,168,-205,4.329,0.132,-0.198,13.961,1,0,-1,-1
2717141,19 29 18.288,+37 57 41.39,6328,175,-214,4.122,0.252,-0.168,13.519,-1,-1,-1,-1
2717423,19 29 32.042,+37 58 59.05,5830,140,-175,4.54,0.037,-0.213,14.544,-1,-1,-1,-1
2719382,19 31 17.146,+37 56 15.04,4961,84,-253,2.426,0.036,-0.03,13.532,0,0,-1,0
2719873,19 31 43.344,+37 57 51.91,5251,156,-156,4.623,0.055,-0.055,15.16,-1,-1,-1,-1
2720354,19 32 08.664,+37 57 17.06,6701,74,-81,4.121,0.168,-0.098,13.116,-1,-1,-1,-1
2721129,19 32 50.618,+37 55 32.44,4620,165,-165,4.585,0.058,-0.027,15.713,0,0,1,-1
2722192,19 33 43.051,+37 59 51.65,5688,77,-85,4.482,0.038,-0.113,11.353,0,0,0,-1
2831097,19 02 06.086,+38 04 40.80,7943,216,-325,3.827,0.374,-0.088,14.493,-1,-1,-1,-1
2831290,19 02 19.284,+38 03 03.06,3273,117,-88,0.117,0.2,-0.05,11.687,-1,-1,-1,-1
2831632,19 02 45.622,+38 04 33.93,7264,228,-314,4.077,0.148,-0.181,13.198,-1,-1,-1,-1
2831923,19 03 08.299,+38 00 00.37,3769,85,-104,0.96,0.03,-0.03,11.229,-1,1,1,-1
2831983,19 03 12.802,+38 01 41.34,4339,116,-142,4.683,0.063,-0.027,13.162,1,0,1,-1
2832720,19 04 11.258,+38 05 18.20,3211,38,-19,5.151,0.063,-0.077,15.208,0,1,0,-1
2833709,19 05 22.207,+38 03 26.68,5000,83,-52,2.776,0.121,-0.148,9.617,0,0,0,-1
2833811,19 05 28.975,+38 01 05.56,5374,159,-143,4.61,0.035,-0.112,13.527,-1,0,0,0
2834564,19 06 29.554,+38 04 49.23,3530,42,-47,4.876,0.035,-0.031,14.509,1,1,-1,-1
2835270,19 07 25.210,+38 04 52.00,3424,86,-86,0.401,0.03,-0.033,13.086,-1,-1,1,-1
2835289,19 07 26.227,+38 01 38.93,6423,155,-194,4.267,0.132,-0.182,13.009,-1,-1,-1,-1
2835893,19 08 13.668,+38 04 03.76,5772,156,-156,4.117,0.336,-0.144,12.232,0,-1,0,-1
2837831,19 10 41.777,+38 05 42.58,5395,159,-159,4.593,0.032,-0.12,15.66,0,1,-1,0
2846332,19 20 07.961,+38 03 39.56,6363,150,-207,4.367,0.087,-0.203,13.924,-1,0,0,0
2846564,19 20 22.039,+38 01 43.04,3514,82,-75,0.508,0.27,-0.18,9.919,-1,-1,-1,-1
2847029,19 20 49.922,+38 05 30.99,3430,76,-67,0.471,0.215,-0.215,9.903,-1,-1,-1,-1
2848857,19 22 38.210,+38 05 43.16,4931,101,-159,2.381,0.03,-0.03,12.79,0,-1,0,0
2851051,19 24 38.818,+38 00 13.72,6418,153,-211,4.395,0.062,-0.188,14.887,0,-1,0,0
2851278,19 24 49.812,+38 03 34.10,6767,165,-259,4.167,0.158,-0.193,13.668,-1,1,-1,-1
2851474,19 24 59.786,+38 02 33.64,8580,236,-406,4.025,0.192,-0.128,12.624,-1,-1,-1,-1
2852560,19 25 51.847,+38 00 18.14,5564,150,-167,4.587,0.04,-0.12,15.308,-1,-1,-1,-1
2852961,19 26 11.366,+38 03 10.72,4722,77,-56,2.919,0.145,-0.145,10.146,-1,-1,-1,-1
2853320,19 26 30.175,+38 02 51.87,11357,587,-1762,3.667,0.448,-0.112,13.705,1,-1,1,0
2853668,19 26 48.017,+38 04 14.02,6115,147,-184,4.383,0.09,-0.21,11.81,1,0,-1,-1
2854420,19 27 27.590,+38 05 13.56,6092,192,-256,4.471,0.054,-0.216,15.346,1,-1,-1,-1
2854432,19 27 27.986,+38 05 07.77,5229,157,-157,4.58,0.078,-0.052,14.922,-1,-1,-1,-1
2854518,19 27 32.746,+38 04 43.04,5467,168,-140,3.824,0.632,-0.158,12.536,-1,1,1,0
2854618,19 27 37.757,+38 03 03.35,6755,165,-259,4.311,0.07,-0.21,13.334,1,1,-1,1
2854698,19 27 42.230,+38 00 50.82,5251,105,-105,4.494,0.072,-0.048,14.138,0,0,-1,1
2854752,19 27 44.575,+38 00 22.64,7302,228,-304,4.011,0.24,-0.16,13.99,-1,-1,-1,-1
2854839,19 27 49.826,+38 04 12.18,4955,176,-176,4.561,0.061,-0.05,13.203,1,-1,-1,-1
2854948,19 27 56.198,+38 05 18.14,5688,189,-189,4.583,0.04,-0.16,15.783,-1,-1,-1,-1
2856209,19 28 55.049,+38 05 53.31,6072,189,-210,4.451,0.07,-0.224,15.043,0,0,0,-1
2856960,19 29 31.517,+38 04 35.94,4907,146,-131,4.582,0.05,-0.045,15.615,-1,-1,-1,-1
2857168,19 29 40.238,+38 03 28.68,5595,150,-150,4.581,0.034,-0.127,14.52,0,0,0,-1
2857323,19 29 49.159,+38 01 21.79,7956,216,-339,4.072,0.13,-0.159,13.342,-1,-1,-1,-1
2857324,19 29 49.205,+38 01 47.06,6297,170,-170,3.297,0.441,-0.049,12.179,0,0,-1,0
2858134,19 30 32.182,+38 03 41.69,6201,169,-188,4.26,0.214,-0.175,12.304,0,-1,-1,1
2858322,19 30 41.902,+38 03 53.39,5848,156,-191,4.385,0.101,-0.188,14.751,-1,-1,-1,-1
2859009,19 31 17.731,+38 00 28.80,6268,174,-261,4.429,0.056,-0.224,15.589,0,-1,0,0
2859567,19 31 45.842,+38 01 12.14,9643,272,-428,4.142,0.152,-0.209,8.295,0,0,-1,-1
2860182,19 32 19.284,+38 00 56.84,5907,187,-208,4.547,0.042,-0.168,15.895,0,0,-1,0
2860579,19 32 38.789,+38 02 13.20,5345,160,-144,4.533,0.093,-0.076,14.246,-1,-1,-1,-1
2860594,19 32 39.588,+38 04 08.87,7079,74,-84,3.827,0.196,-0.098,13.37,-1,-1,-1,-1
2860788,19 32 49.762,+38 00 32.50,5566,149,-149,4.382,0.175,-0.193,14.043,-1,-1,-1,-1
2862041,19 33 53.839,+38 00 52.78,5594,84,-61,4.109,0.245,-0.105,13.504,0,1,0,-1
2865125,19 36 26.059,+38 04 29.94,6065,181,-181,4.303,0.162,-0.18,13.548,0,0,0,-1
2865164,19 36 27.994,+38 03 52.13,5058,152,-137,4.589,0.028,-0.077,13.111,0,0,0,-1
2865498,19 36 43.411,+38 05 14.10,5400,204,-185,4.443,0.132,-0.198,15.058,1,-1,-1,1
2968811,19 01 48.209,+38 07 02.00,4697,117,-105,2.269,0.3,-0.2,13.469,-1,-1,-1,-1
2969628,19 02 54.742,+38 09 57.49,8241,228,-370,3.722,0.428,-0.143,11.698,-1,-1,-1,-1
2969638,19 02 55.130,+38 09 53.38,5870,158,-176,4.235,0.22,-0.18,13.954,-1,-1,1,1
2970580,19 04 09.002,+38 10 04.80,4605,69,-48,2.619,0.12,-0.12,13.79,-1,-1,0,-1
2970584,19 04 09.192,+38 10 11.24,4629,76,-48,2.706,0.027,-0.033,10.032,-1,0,0,1
2972941,19 07 19.709,+38 10 36.88,3266,117,-78,0.095,0.208,-0.065,11.809,-1,-1,-1,-1
2973509,19 08 06.168,+38 10 15.68,6316,158,-189,4.231,0.18,-0.18,13.558,-1,-1,-1,-1
2974284,19 09 06.086,+38 09 31.03,6171,170,-170,4.176,0.221,-0.136,11.628,1,0,0,-1
2983113,19 19 27.122,+38 09 08.60,6542,180,-248,4.368,0.056,-0.21,15.152,-1,-1,-1,-1
2985022,19 21 20.194,+38 06 04.72,7202,201,-277,3.911,0.308,-0.132,11.754,-1,-1,-1,-1
2985366,19 21 42.708,+38 10 39.03,4409,132,-145,4.572,0.06,-0.016,13.478,-1,-1,-1,-1
2986893,19 23 11.916,+38 09 39.53,3481,114,-104,0.632,0.305,-0.164,9.739,-1,-1,-1,-1
2987027,19 23 19.951,+38 11 03.66,4941,98,-98,4.599,0.018,-0.049,14.018,-1,-1,-1,-1
2987160,19 23 28.836,+38 06 43.27,5551,166,-166,4.455,0.139,-0.186,14.569,-1,-1,-1,-1
2987433,19 23 45.350,+38 07 10.46,6461,162,-211,4.319,0.105,-0.195,13.858,0,0,-1,0
2987856,19 24 08.650,+38 08 41.93,6079,165,-165,3.814,0.323,-0.108,13.065,0,0,-1,0
2988145,19 24 24.389,+38 10 02.75,6992,194,-267,4.234,0.093,-0.201,13.253,1,1,1,-1
2988208,19 24 28.140,+38 11 55.07,5398,160,-160,4.58,0.032,-0.136,15.625,0,0,-1,0
2991460,19 27 18.456,+38 11 16.84,7762,214,-322,3.864,0.294,-0.105,12.953,-1,0,0,0
2991622,19 27 28.344,+38 10 47.56,3453,76,-93,0.455,0.03,-0.03,12.428,-1,-1,-1,-1
2992668,19 28 21.130,+38 07 07.06,3874,136,-136,4.67,0.063,-0.023,14.275,-1,-1,-1,-1
2994548,19 29 59.890,+38 06 06.81,6139,166,-184,4.164,0.276,-0.161,12.395,1,0,-1,1
2994666,19 30 06.283,+38 09 30.07,6089,193,-257,4.468,0.054,-0.216,15.31,1,-1,-1,1
2994952,19 30 21.854,+38 10 38.10,5252,174,-158,4.428,0.135,-0.18,15.28,0,0,-1,0
2996015,19 31 15.710,+38 08 32.76,3688,82,-74,0.865,0.247,-0.202,9.562,-1,-1,-1,-1
2996288,19 31 29.796,+38 11 15.64,6137,171,-193,4.471,0.054,-0.216,14.442,-1,0,0,-1
2996339,19 31 32.153,+38 11 43.84,6037,78,-90,4.399,0.066,-0.123,13.94,1,1,-1,-1
2996347,19 31 32.484,+38 11 37.42,5644,177,-197,4.564,0.04,-0.16,15.448,-1,-1,-1,-1
2996903,19 32 03.391,+38 10 41.01,4797,76,-85,4.543,0.06,-0.016,12.85,-1,-1,-1,-1
2997455,19 32 31.296,+38 07 40.04,4846,50,-93,2.984,0.174,-0.116,13.8,-1,-1,-1,-1
2998124,19 33 03.926,+38 07 33.89,6590,179,-199,3.787,0.312,-0.078,13.119,-1,-1,-1,-1
2998253,19 33 09.946,+38 06 26.28,6304,75,-81,4.221,0.027,-0.027,10.594,0,-1,0,0
3001695,19 36 06.826,+38 10 10.86,6866,192,-264,4.318,0.068,-0.203,13.78,-1,-1,-1,-1
3003991,19 37 57.590,+38 11 58.63,5530,166,-149,4.586,0.034,-0.144,13.926,-1,-1,-1,-1
3004083,19 38 01.692,+38 11 08.92,5182,46,-115,3.038,0.225,-0.09,13.758,0,-1,0,0
3096995,19 02 12.084,+38 13 10.84,4989,174,-174,4.504,0.082,-0.06,10.908,1,1,-1,1
3097331,19 02 43.382,+38 13 07.83,4980,149,-134,4.669,0.052,-0.036,13.675,-1,-1,-1,-1
3097346,19 02 44.179,+38 15 46.14,5929,187,-208,4.055,0.336,-0.144,11.551,0,0,0,-1
3098184,19 04 00.074,+38 17 04.56,6384,179,-246,4.419,0.062,-0.188,15.148,-1,-1,-1,0
3098194,19 04 00.739,+38 17 08.60,5527,166,-149,4.315,0.205,-0.205,13.901,-1,-1,-1,-1
3098197,19 04 01.106,+38 17 04.96,5913,159,-159,4.585,0.04,-0.16,14.84,-1,-1,-1,-1
3099007,19 05 09.149,+38 16 57.33,3536,79,-97,0.559,0.03,-0.03,10.491,-1,-1,-1,-1
3099019,19 05 10.246,+38 16 29.86,5149,77,-54,3.595,0.1,-0.163,10.696,1,-1,0,0
3099294,19 05 35.904,+38 12 40.64,5610,152,-152,4.591,0.036,-0.144,11.949,0,-1,-1,0
3099436,19 05 47.520,+38 16 44.40,6623,181,-241,4.355,0.062,-0.188,15.035,0,0,-1,0
3099983,19 06 33.266,+38 17 10.64,5922,158,-175,4.392,0.128,-0.192,14.77,0,0,-1,0
3100188,19 06 48.919,+38 13 59.56,4659,139,-139,4.659,0.054,-0.032,14.946,0,0,0,-1
3100479,19 07 14.729,+38 14 50.03,5385,187,-187,4.532,0.105,-0.086,15.271,1,1,-1,1
3101889,19 09 14.686,+38 12 56.12,3712,82,-101,0.762,0.03,-0.03,12.647,1,-1,-1,1
3102000,19 09 23.870,+38 17 09.75,5931,161,-178,4.545,0.04,-0.16,15.936,1,1,-1,-1
3102024,19 09 25.459,+38 12 43.96,5246,156,-156,4.604,0.072,-0.048,12.809,-1,-1,-1,-1
3102749,19 10 26.412,+38 14 54.63,4163,131,-146,4.636,0.042,-0.021,14.286,0,0,0,-1
3103017,19 10 47.006,+38 15 15.59,6559,147,-228,4.357,0.062,-0.188,14.595,0,0,-1,0
3103299,19 11 08.738,+38 13 48.36,6309,175,-263,4.441,0.067,-0.202,14.817,0,0,0,-1
3103752,19 11 41.462,+38 13 19.38,3388,45,-45,4.939,0.05,-0.036,15.64,-1,-1,-1,-1
3104113,19 12 09.521,+38 17 38.86,6161,147,-203,4.454,0.042,-0.238,13.447,-1,-1,-1,-1
3109825,19 18 58.982,+38 12 23.65,3992,124,-152,4.654,0.06,-0.024,14.185,-1,1,-1,-1
3109997,19 19 10.349,+38 14 42.46,6289,170,-189,4.145,0.286,-0.154,12.854,1,1,-1,-1
3110253,19 19 27.019,+38 14 36.24,3630,86,-72,0.77,0.242,-0.198,12.606,-1,-1,-1,1
3111273,19 20 26.806,+38 12 45.08,5306,187,-187,4.569,0.084,-0.063,15.839,-1,0,0,0
3111399,19 20 34.469,+38 14 07.98,5305,174,-158,4.543,0.096,-0.072,15.718,0,-1,0,0
3112828,19 22 05.683,+38 15 37.04,4492,121,-134,4.588,0.056,-0.021,14.821,-1,-1,-1,-1
3113202,19 22 29.779,+38 12 37.19,5591,186,-186,4.414,0.12,-0.18,15.113,-1,0,0,0
3113266,19 22 33.463,+38 17 04.67,5286,158,-158,4.604,0.045,-0.071,15.577,-1,-1,-1,-1
3114661,19 23 59.254,+38 17 05.71,5255,156,-156,4.678,0.028,-0.083,15.748,0,0,-1,0
3114842,19 24 09.074,+38 17 55.24,5724,77,-86,4.506,0.03,-0.12,14.209,0,0,-1,0
3115480,19 24 46.370,+38 14 40.75,6309,75,-82,4.265,0.063,-0.117,14.469,-1,-1,-1,-1
3115664,19 24 57.502,+38 15 01.00,4922,148,-133,4.557,0.066,-0.048,13.331,1,1,0,-1
3115833,19 25 07.668,+38 14 30.01,5988,179,-197,4.541,0.048,-0.192,15.657,0,0,0,-1
3115879,19 25 10.063,+38 13 40.94,4045,128,-142,4.64,0.052,-0.02,14.099,0,-1,0,0
3117402,19 26 34.862,+38 16 52.43,3824,61,-68,0.856,0.127,-0.104,13.383,0,1,-1,1
3117646,19 26 46.471,+38 16 27.72,5364,185,-185,4.509,0.07,-0.13,15.898,0,-1,0,0
3118797,19 27 48.238,+38 15 06.12,5383,204,-185,4.603,0.03,-0.12,15.983,0,0,-1,0
3118883,19 27 52.697,+38 16 47.46,5381,160,-144,4.478,0.12,-0.12,14.357,-1,-1,1,-1
3119250,19 28 11.712,+38 17 20.03,5522,165,-148,4.548,0.093,-0.085,13.21,-1,-1,-1,-1
3120320,19 29 10.070,+38 17 04.16,5865,79,-79,4.169,0.162,-0.108,10.885,-1,-1,-1,-1
3120397,19 29 13.922,+38 17 26.16,5398,177,-160,4.58,0.032,-0.128,15.673,0,-1,0,0
3120742,19 29 33.216,+38 16 49.41,5892,158,-175,4.509,0.065,-0.182,14.844,1,-1,-1,-1
3121407,19 30 11.551,+38 16 17.70,3899,57,-149,0.568,0.035,-0.028,10.984,-1,-1,-1,-1
3122540,19 31 14.378,+38 12 10.04,5650,171,-171,4.551,0.033,-0.198,15.279,-1,0,0,0
3122985,19 31 40.538,+38 12 24.09,5811,174,-174,4.328,0.23,-0.23,14.701,-1,-1,-1,-1
3123138,19 31 49.123,+38 15 43.05,7121,78,-85,3.876,0.188,-0.101,11.614,-1,-1,-1,-1
3123231,19 31 55.217,+38 15 46.34,5534,193,-193,4.526,0.08,-0.12,15.874,1,-1,-1,-1
3127817,19 35 59.935,+38 13 56.17,6425,162,-194,4.04,0.306,-0.165,12.155,-1,-1,-1,-1
3127873,19 36 02.563,+38 15 48.82,6306,174,-217,4.426,0.065,-0.195,15.153,-1,-1,-1,-1
3128488,19 36 33.641,+38 17 31.82,4565,125,-139,4.698,0.054,-0.032,11.667,-1,-1,-1,-1
3128793,19 36 49.680,+38 13 24.42,4648,69,-55,2.996,0.145,-0.145,14.633,-1,-1,-1,-1
3128814,19 36 51.314,+38 12 22.56,6208,172,-216,4.454,0.052,-0.195,14.651,0,0,0,-1
3129238,19 37 12.840,+38 12 10.84,5341,143,-159,4.526,0.099,-0.121,12.334,-1,1,0,-1
3129539,19 37 28.058,+38 15 03.64,5616,168,-168,4.553,0.095,-0.095,13.98,1,-1,-1,-1
3129655,19 37 33.787,+38 14 20.76,6290,170,-207,4.527,0.039,-0.221,14.081,0,0,-1,0
3130391,19 38 10.973,+38 16 05.30,3917,78,-78,4.688,0.033,-0.018,15.848,1,-1,-1,-1
3215845,19 01 09.192,+38 23 45.56,6210,156,-188,4.399,0.101,-0.188,11.983,1,-1,-1,-1
3216449,19 02 07.303,+38 23 02.86,10443,250,-429,4.149,0.184,-0.205,11.821,-1,-1,-1,-1
3217253,19 03 23.856,+38 22 08.39,5780,,,4.438,,,12.011,-1,-1,-1,-1
3217494,19 03 46.046,+38 22 39.12,3710,95,-105,0.522,0.03,-0.03,13.065,-1,-1,-1,-1
3218009,19 04 34.680,+38 23 09.96,3711,82,-74,0.652,0.331,-0.153,12.246,1,-1,-1,-1
3218445,19 05 15.821,+38 22 32.68,4025,80,-80,1.325,0.306,-0.165,10.619,0,0,1,-1
3218637,19 05 31.685,+38 20 07.40,7421,206,-335,3.815,0.33,-0.11,10.604,-1,0,0,0
3218683,19 05 36.151,+38 22 34.22,5329,160,-160,4.631,0.036,-0.096,15.998,-1,-1,-1,-1
3218743,19 05 41.652,+38 21 03.03,5043,152,-152,4.624,0.066,-0.039,15.655,-1,0,0,0
3218795,19 05 46.728,+38 20 46.00,5809,139,-156,4.559,0.031,-0.168,14.282,-1,0,0,0
3219237,19 06 26.280,+38 20 58.79,5780,,,4.438,,,13.99,0,0,1,-1
3219508,19 06 50.479,+38 22 44.87,4889,132,-132,3.894,0.676,-0.312,14.548,1,-1,1,-1
3219623,19 07 01.039,+38 22 45.52,5174,153,-138,3.845,0.763,-0.327,12.964,-1,-1,-1,-1
3220938,19 08 58.219,+38 19 57.07,5094,169,-153,4.614,0.066,-0.044,15.297,-1,-1,-1,-1
3221040,19 09 07.375,+38 21 50.23,3705,74,-82,0.798,0.276,-0.184,9.717,0,-1,1,1
3221077,19 09 11.791,+38 20 04.26,6987,192,-264,4.228,0.124,-0.186,13.21,1,1,-1,-1
3221207,19 09 21.811,+38 19 32.45,6570,146,-194,4.131,0.214,-0.175,11.975,-1,-1,-1,-1
3221230,19 09 23.606,+38 19 24.56,6054,190,-232,4.08,0.315,-0.158,13.008,-1,1,-1,-1
3222369,19 10 59.986,+38 23 16.94,4619,124,-138,4.615,0.054,-0.027,14.405,-1,-1,-1,-1
3222610,19 11 21.101,+38 22 29.38,4260,142,-142,4.607,0.052,-0.017,14.419,-1,1,-1,-1
3228328,19 18 32.995,+38 23 23.24,3855,86,-105,1.049,0.03,-0.03,13.121,0,-1,0,0
3228508,19 18 44.275,+38 20 10.28,4842,146,-131,4.561,0.065,-0.035,15.174,0,-1,0,0
3228725,19 18 56.990,+38 19 57.39,4076,130,-159,4.714,0.072,-0.044,13.318,-1,1,1,0
3228863,19 19 05.947,+38 22 00.52,6817,163,-245,4.093,0.209,-0.171,11.816,-1,-1,-1,-1
3228918,19 19 08.578,+38 22 08.44,5853,143,-184,4.529,0.048,-0.192,15.196,-1,-1,-1,-1
3228931,19 19 09.257,+38 18 37.30,5280,158,-142,4.612,0.042,-0.078,14.743,-1,-1,-1,-1
3230227,19 20 27.019,+38 23 59.54,8162,226,-340,3.973,0.234,-0.126,9.002,-1,-1,-1,-1
3230787,19 21 01.164,+38 20 29.98,5883,162,-133,4.04,0.28,-0.12,12.553,-1,-1,-1,-1
3232823,19 23 24.660,+38 19 35.82,6395,171,-209,4.506,0.048,-0.192,15.142,-1,-1,-1,-1
3232859,19 23 26.880,+38 21 12.89,6089,82,-82,4.044,0.182,-0.098,14.01,0,0,1,-1
3233043,19 23 38.686,+38 20 08.08,5075,136,-151,3.892,0.707,-0.303,13.787,-1,-1,-1,-1
3233234,19 23 51.254,+38 22 57.33,5584,149,-149,4.427,0.116,-0.174,12.425,-1,-1,1,0
3233302,19 23 55.423,+38 18 37.98,6476,145,-194,4.291,0.112,-0.138,12.479,-1,-1,-1,-1
3233794,19 24 29.378,+38 19 32.84,4689,139,-139,4.569,0.059,-0.027,15.334,0,-1,0,0
3234139,19 24 50.501,+38 19 44.44,5984,188,-209,4.264,0.209,-0.19,11.081,-1,-1,-1,-1
3234598,19 25 22.222,+38 21 47.26,4513,71,-80,4.574,0.048,-0.012,15.07,0,0,0,-1
3235755,19 26 30.257,+38 18 55.59,5249,174,-142,3.881,0.686,-0.294,12.09,-1,0,0,-1
3236455,19 27 11.330,+38 21 50.15,5220,131,-117,3.453,0.336,-0.275,13.475,0,0,0,-1
3238207,19 28 59.076,+38 19 02.44,5780,,,4.438,,,12.444,1,-1,0,0
3239945,19 30 38.021,+38 20 43.40,4799,95,-95,4.631,0.012,-0.048,14.023,-1,0,0,-1
3240141,19 30 50.618,+38 21 57.56,5302,185,-185,4.537,0.051,-0.119,15.39,0,0,-1,0
3240159,19 30 51.161,+38 22 10.77,6395,162,-162,3.904,0.307,-0.102,12.261,-1,-1,-1,-1
3240216,19 30 54.756,+38 20 29.68,5421,195,-195,4.642,0.032,-0.104,15.561,-1,0,0,0
3240305,19 31 00.785,+38 21 14.44,5598,149,-166,4.565,0.036,-0.144,15.942,-1,-1,-1,-1
3240550,19 31 15.461,+38 19 35.36,6642,73,-86,4.164,0.11,-0.11,12.245,-1,0,-1,1
3240556,19 31 15.989,+38 18 46.40,8615,238,-374,3.784,0.405,-0.135,10.268,0,-1,1,0
3241344,19 32 03.970,+38 19 06.42,5616,185,-168,4.553,0.099,-0.081,14.756,-1,-1,-1,-1
3241619,19 32 22.786,+38 21 40.51,5325,159,-143,4.657,0.039,-0.066,12.524,-1,-1,-1,-1
3241739,19 32 29.311,+38 23 17.97,3742,85,-104,0.507,0.03,-0.033,12.372,-1,-1,-1,-1
3241761,19 32 30.725,+38 22 51.92,5942,71,-82,4.506,0.02,-0.111,13.195,-1,0,0,0
3242039,19 32 48.838,+38 20 30.48,6708,69,,4.365,0.04,-0.12,13.815,-1,0,1,1
3245638,19 36 10.474,+38 21 52.34,5851,79,-79,4.302,0.156,-0.104,13.122,-1,-1,-1,-1
3245661,19 36 11.587,+38 21 50.79,5989,189,-210,4.5,0.052,-0.208,15.036,-1,-1,0,-1
3245776,19 36 17.770,+38 19 08.76,6089,163,-199,4.495,0.054,-0.216,14.377,-1,-1,-1,-1
3245894,19 36 23.693,+38 19 22.15,6190,170,-189,3.801,0.308,-0.103,12.924,0,0,-1,0
3246460,19 36 56.638,+38 23 01.75,9191,251,-466,3.973,0.252,-0.168,6.721,-1,-1,-1,-1
3246890,19 37 23.393,+38 20 13.34,7153,200,-343,4.166,0.109,-0.202,12.144,-1,-1,-1,-1
3247039,19 37 31.956,+38 19 38.20,7563,211,-316,3.894,0.294,-0.126,13.212,-1,-1,-1,1
3247113,19 37 36.086,+38 21 40.82,6210,169,-206,4.489,0.065,-0.208,14.581,0,0,-1,0
3247294,19 37 45.578,+38 22 51.02,6071,163,-181,4.425,0.116,-0.188,13.924,-1,-1,-1,-1
3247306,19 37 46.164,+38 18 23.58,6365,176,-220,4.281,0.153,-0.187,13.808,0,-1,1,-1
3247777,19 38 10.202,+38 23 40.31,3286,117,-88,0.123,0.2,-0.05,11.231,0,1,1,-1
3248019,19 38 23.239,+38 22 12.50,6319,198,-242,4.373,0.105,-0.195,15.387,-1,-1,-1,-1
3248332,19 38 39.521,+38 19 58.80,6793,165,-259,4.208,0.124,-0.186,13.102,-1,-1,-1,-1
3322667,19 00 13.954,+38 29 43.48,4591,139,-139,4.727,0.048,-0.028,15.586,0,1,-1,0
3323289,19 01 20.779,+38 27 01.87,5427,161,-145,4.448,0.117,-0.156,14.898,-1,-1,-1,-1
3323808,19 02 10.548,+38 27 32.08,3706,116,-142,4.713,0.082,-0.027,13.359,-1,-1,0,1
3323887,19 02 17.753,+38 24 03.25,5779,104,-127,4.491,0.03,-0.128,13.803,1,0,-1,1
3323903,19 02 19.116,+38 24 53.94,3720,96,-106,0.66,0.03,-0.03,13.137,-1,-1,1,1
3324261,19 02 54.103,+38 29 00.52,3775,75,-75,0.822,0.336,-0.144,8.743,-1,-1,-1,-1
3324644,19 03 33.274,+38 29 12.69,4705,128,-105,2.667,0.402,-0.268,12.812,-1,-1,-1,-1
3325203,19 04 24.967,+38 29 41.88,3428,84,-76,0.32,0.03,-0.03,13.115,-1,-1,-1,-1
3325337,19 04 37.126,+38 24 52.03,6092,168,-210,4.471,0.052,-0.208,14.916,0,-1,0,0
3325851,19 05 24.302,+38 25 04.02,6227,168,-186,3.916,0.266,-0.114,12.418,-1,0,0,0
3326428,19 06 18.612,+38 24 20.95,8590,235,-404,3.981,0.216,-0.144,13.413,-1,1,-1,-1
3326917,19 07 03.170,+38 29 16.26,6740,190,-262,3.904,0.424,-0.133,13,-1,-1,-1,-1
3327030,19 07 13.447,+38 25 25.36,5428,187,-187,4.487,0.115,-0.127,15.499,0,0,0,-1
3327068,19 07 17.234,+38 25 06.82,5004,150,-150,4.65,0.055,-0.04,14.924,-1,-1,1,1
3327688,19 08 13.044,+38 29 58.27,3402,61,-67,0.224,0.027,-0.03,12.65,-1,-1,-1,-1
3327718,19 08 15.154,+38 27 41.83,5323,187,-187,4.538,0.08,-0.088,15.765,-1,0,0,0
3327742,19 08 17.659,+38 29 05.14,6086,165,-201,4.437,0.072,-0.217,14.891,0,0,-1,-1
3327980,19 08 42.269,+38 26 00.59,7563,211,-342,3.883,0.287,-0.123,12.119,-1,-1,-1,-1
3327992,19 08 43.044,+38 26 01.32,4188,146,-161,4.615,0.053,-0.018,15.582,-1,-1,-1,-1
3328203,19 09 01.471,+38 24 10.95,5451,162,-146,4.528,0.095,-0.085,12.612,-1,-1,-1,-1
3328418,19 09 21.658,+38 28 46.96,4615,125,-153,4.716,0.052,-0.028,13.375,-1,1,0,1
3329238,19 10 30.490,+38 26 58.57,4906,175,-175,4.587,0.05,-0.045,11.502,0,-1,1,-1
3330620,19 12 24.274,+38 24 09.98,5357,144,-144,4.629,0.036,-0.09,14.778,1,-1,0,0
3330688,19 12 28.476,+38 27 30.60,6378,173,-154,3.476,0.399,-0.094,10.897,-1,-1,0,0
3330773,19 12 34.973,+38 25 14.94,4864,146,-131,4.555,0.065,-0.04,13.723,1,1,0,-1
3331147,19 13 07.757,+38 27 34.35,7256,201,-327,3.6,0.54,-0.06,10.052,-1,1,-1,-1
3335176,19 18 06.394,+38 24 58.03,3830,127,-78,1.084,0.159,-0.13,10.708,-1,-1,-1,-1
3335194,19 18 07.721,+38 25 20.96,3958,106,-106,4.72,0.039,-0.032,15.754,-1,-1,1,-1
3335644,19 18 36.211,+38 29 10.71,5145,129,-116,3.668,0.132,-0.181,12.147,0,-1,0,0
